Fp_img,Bn_img,Date,Type_img,Z_m,Tide,Date_h,Dir_m,Tp_m,Hs_m,bathy,X_Y,Lum_pix
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-03-04-13-45-00-000_zplane_0.9_R_blended_timex.png,biarritz_3_2_1_2021-03-04-13-45-00-000_zplane_0.9_R_blended_timex.png,2021-03-04 13:45:00,timex,0.9,0.9052,2021-03-04 14,292.5,10.889999756589532,0.8699999805539846,2021-03-03,"(70, 70)",164
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-03-04-12-00-00-000_zplane_1.3_R_blended_snap.png,biarritz_3_2_1_2021-03-04-12-00-00-000_zplane_1.3_R_blended_snap.png,2021-03-04 12:00:00,snap,1.3,1.2053,2021-03-04 13,292.5,10.95999975502491,0.8899999801069498,2021-03-03,"(70, 70)",167
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-28-05-45-00-000_zplane_3.3_blended_timex.png,biarritz_3_2_1_2017-03-28-05-45-00-000_zplane_3.3_blended_timex.png,2017-03-28 05:45:00,timex,3.3,3.3752,2017-03-28 06,307.5,13.379999700933697,0.8499999810010195,2017-03-27,"(70, 70)",148
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-29-17-15-00-000_zplane_4.3_blended_snap.png,biarritz_3_2_1_2017-03-29-17-15-00-000_zplane_4.3_blended_snap.png,2017-03-29 17:15:00,snap,4.3,4.3065,2017-03-29 18,277.5,17.81999960169196,1.4299999680370092,2017-03-27,"(70, 70)",142
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-03-05-09-45-00-000_zplane_3.5_R_blended_snap.png,biarritz_3_2_1_2021-03-05-09-45-00-000_zplane_3.5_R_blended_snap.png,2021-03-05 09:45:00,snap,3.5,3.4613,2021-03-05 10,292.5,13.379999700933697,0.7999999821186066,2021-03-03,"(70, 70)",188
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-25-06-15-00-000_zplane_1.5_blended_timex.png,biarritz_3_2_1_2017-03-25-06-15-00-000_zplane_1.5_blended_timex.png,2017-03-25 06:15:00,timex,1.5,1.5166,2017-03-25 07,322.5,10.909999756142495,1.169999973848462,2017-03-27,"(70, 70)",131
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-29-16-00-01-000_zplane_4.5_blended_timex.png,biarritz_3_2_1_2017-03-29-16-00-01-000_zplane_4.5_blended_timex.png,2017-03-29 16:00:00,timex,4.5,4.4061,2017-03-29 17,277.5,18.11999959498644,1.3499999698251486,2017-03-27,"(70, 70)",138
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2018-01-30-09-45-00-000_zplane_1.1_R_blended_timex.png,biarritz_3_2_1_2018-01-30-09-45-00-000_zplane_1.1_R_blended_timex.png,2018-01-30 09:45:00,timex,1.1,1.02,2018-01-30 10,307.5,13.309999702498317,1.919999957084656,2018-01-31,"(70, 70)",132
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-03-02-16-15-00-000_zplane_3.7_R_blended_timex.png,biarritz_3_2_1_2021-03-02-16-15-00-000_zplane_3.7_R_blended_timex.png,2021-03-02 16:15:00,timex,3.7,3.6291,2021-03-02 17,292.5,15.119999662041664,1.1099999751895666,2021-03-03,"(70, 70)",189
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-06-20-07-45-00-000_zplane_2.3_R_blended_snap.png,biarritz_3_2_1_2021-06-20-07-45-00-000_zplane_2.3_R_blended_snap.png,2021-06-20 07:45:00,snap,2.3,2.2411,2021-06-20 08,307.5,8.799999803304672,0.9499999787658452,2021-06-21,"(80, 100)",149
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-03-01-12-45-00-000_zplane_0.9_R_blended_timex.png,biarritz_3_2_1_2021-03-01-12-45-00-000_zplane_0.9_R_blended_timex.png,2021-03-01 12:45:00,timex,0.9,0.8931,2021-03-01 13,292.5,14.849999668076634,1.289999971166253,2021-03-03,"(70, 70)",158
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-25-06-45-00-000_zplane_1.3_blended_snap.png,biarritz_3_2_1_2017-03-25-06-45-00-000_zplane_1.3_blended_snap.png,2017-03-25 06:45:00,snap,1.3,1.3017,2017-03-25 07,322.5,10.909999756142495,1.169999973848462,2017-03-27,"(70, 70)",146
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-29-14-00-00-000_zplane_2.9_blended_snap.png,biarritz_3_2_1_2017-03-29-14-00-00-000_zplane_2.9_blended_snap.png,2017-03-29 14:00:00,snap,2.9,2.9911,2017-03-29 15,277.5,18.78999958001077,1.1599999740719795,2017-03-27,"(70, 70)",120
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-27-11-30-00-000_zplane_1.9_blended_timex.png,biarritz_3_2_1_2017-03-27-11-30-00-000_zplane_1.9_blended_timex.png,2017-03-27 11:30:00,timex,1.9,1.8773,2017-03-27 12,307.5,12.029999731108546,0.8199999816715717,2017-03-27,"(70, 70)",142
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2018-01-31-11-30-00-000_zplane_1.5_R_blended_timex.png,biarritz_3_2_1_2018-01-31-11-30-00-000_zplane_1.5_R_blended_timex.png,2018-01-31 11:30:00,timex,1.5,1.56,2018-01-31 12,307.5,11.57999974116683,1.4499999675899744,2018-01-31,"(70, 70)",148
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-03-01-10-45-00-000_zplane_0.7_R_blended_timex.png,biarritz_3_2_1_2021-03-01-10-45-00-000_zplane_0.7_R_blended_timex.png,2021-03-01 10:45:00,timex,0.7,0.702,2021-03-01 11,292.5,14.319999679923058,1.2799999713897705,2021-03-03,"(70, 70)",161
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-27-17-30-00-000_zplane_3.3_blended_timex.png,biarritz_3_2_1_2017-03-27-17-30-00-000_zplane_3.3_blended_timex.png,2017-03-27 17:30:00,timex,3.3,3.2201,2017-03-27 18,307.5,14.569999674335122,0.7999999821186066,2017-03-27,"(70, 70)",170
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2018-01-28-12-00-00-000_zplane_3.7_R_blended_timex.png,biarritz_3_2_1_2018-01-28-12-00-00-000_zplane_3.7_R_blended_timex.png,2018-01-28 12:00:00,timex,3.7,3.7,2018-01-28 13,307.5,11.009999753907325,1.5599999651312828,2018-01-31,"(70, 70)",132
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-03-02-18-00-00-000_zplane_4.3_R_blended_timex.png,biarritz_3_2_1_2021-03-02-18-00-00-000_zplane_4.3_R_blended_timex.png,2021-03-02 18:00:00,timex,4.3,4.388,2021-03-02 19,277.5,15.549999652430415,1.1399999745190144,2021-03-03,"(70, 70)",127
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-28-09-30-00-000_zplane_0.7_blended_timex.png,biarritz_3_2_1_2017-03-28-09-30-00-000_zplane_0.7_blended_timex.png,2017-03-28 09:30:00,timex,0.7,0.602,2017-03-28 10,292.5,13.24999970383942,0.9199999794363976,2017-03-27,"(70, 70)",128
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-03-04-16-45-00-000_zplane_2.9_R_blended_snap.png,biarritz_3_2_1_2021-03-04-16-45-00-000_zplane_2.9_R_blended_snap.png,2021-03-04 16:45:00,snap,2.9,2.8079,2021-03-04 17,292.5,10.679999761283398,0.8199999816715717,2021-03-03,"(70, 70)",196
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-29-13-15-00-000_zplane_2.3_blended_snap.png,biarritz_3_2_1_2017-03-29-13-15-00-000_zplane_2.3_blended_snap.png,2017-03-29 13:15:00,snap,2.3,2.2101,2017-03-29 14,277.5,18.89999957755208,1.0699999760836365,2017-03-27,"(70, 70)",134
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-28-08-00-00-000_zplane_1.1_blended_timex.png,biarritz_3_2_1_2017-03-28-08-00-00-000_zplane_1.1_blended_timex.png,2017-03-28 08:00:00,timex,1.1,1.0583,2017-03-28 09,292.5,13.279999703168867,0.8999999798834324,2017-03-27,"(70, 70)",133
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-03-01-10-45-00-000_zplane_0.7_R_blended_snap.png,biarritz_3_2_1_2021-03-01-10-45-00-000_zplane_0.7_R_blended_snap.png,2021-03-01 10:45:00,snap,0.7,0.702,2021-03-01 11,292.5,14.319999679923058,1.2799999713897705,2021-03-03,"(70, 70)",157
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-06-19-11-15-00-000_zplane_3.5_R_blended_timex.png,biarritz_3_2_1_2021-06-19-11-15-00-000_zplane_3.5_R_blended_timex.png,2021-06-19 11:15:00,timex,3.5,3.5833,2021-06-19 12,307.5,9.67999978363514,1.459999967366457,2021-06-21,"(80, 100)",147
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-03-04-06-45-00-000_zplane_4.3_R_blended_snap.png,biarritz_3_2_1_2021-03-04-06-45-00-000_zplane_4.3_R_blended_snap.png,2021-03-04 06:45:00,snap,4.3,4.271,2021-03-04 07,292.5,11.549999741837382,0.979999978095293,2021-03-03,"(70, 70)",153
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2018-01-28-10-30-00-000_zplane_3.1_R_blended_snap.png,biarritz_3_2_1_2018-01-28-10-30-00-000_zplane_3.1_R_blended_snap.png,2018-01-28 10:30:00,snap,3.1,3.06,2018-01-28 11,307.5,10.719999760389328,1.4499999675899744,2018-01-31,"(70, 70)",122
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2018-01-31-14-00-00-000_zplane_3.9_R_blended_snap.png,biarritz_3_2_1_2018-01-31-14-00-00-000_zplane_3.9_R_blended_snap.png,2018-01-31 14:00:00,snap,3.9,3.86,2018-01-31 15,307.5,11.559999741613863,1.389999968931079,2018-01-31,"(70, 70)",150
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2018-01-28-08-30-00-000_zplane_1.9_R_blended_timex.png,biarritz_3_2_1_2018-01-28-08-30-00-000_zplane_1.9_R_blended_timex.png,2018-01-28 08:30:00,timex,1.9,1.82,2018-01-28 09,307.5,10.619999762624502,1.4299999680370092,2018-01-31,"(70, 70)",108
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-27-08-45-00-000_zplane_0.7_blended_timex.png,biarritz_3_2_1_2017-03-27-08-45-00-000_zplane_0.7_blended_timex.png,2017-03-27 08:45:00,timex,0.7,0.719,2017-03-27 09,307.5,12.099999729543924,0.8399999812245369,2017-03-27,"(70, 70)",129
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-25-09-45-00-000_zplane_1.9_blended_snap.png,biarritz_3_2_1_2017-03-25-09-45-00-000_zplane_1.9_blended_snap.png,2017-03-25 09:45:00,snap,1.9,1.8129,2017-03-25 10,322.5,11.099999751895666,1.1899999734014273,2017-03-27,"(70, 70)",148
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2018-01-28-17-15-00-000_zplane_1.5_R_blended_timex.png,biarritz_3_2_1_2018-01-28-17-15-00-000_zplane_1.5_R_blended_timex.png,2018-01-28 17:15:00,timex,1.5,1.57,2018-01-28 18,307.5,12.379999723285437,1.919999957084656,2018-01-31,"(70, 70)",157
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-29-09-00-00-000_zplane_0.7_blended_snap.png,biarritz_3_2_1_2017-03-29-09-00-00-000_zplane_0.7_blended_snap.png,2017-03-29 09:00:00,snap,0.7,0.7742,2017-03-29 10,277.5,10.629999762400985,0.8999999798834324,2017-03-27,"(70, 70)",139
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2018-01-29-17-00-00-000_zplane_2.3_R_blended_timex.png,biarritz_3_2_1_2018-01-29-17-00-00-000_zplane_2.3_R_blended_timex.png,2018-01-29 17:00:00,timex,2.3,2.34,2018-01-29 18,307.5,12.689999716356397,1.9899999555200336,2018-01-31,"(70, 70)",152
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-06-19-10-15-00-000_zplane_3.7_R_blended_snap.png,biarritz_3_2_1_2021-06-19-10-15-00-000_zplane_3.7_R_blended_snap.png,2021-06-19 10:15:00,snap,3.7,3.6117,2021-06-19 11,307.5,9.809999780729411,1.479999966919422,2021-06-21,"(80, 100)",131
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-03-04-16-15-00-000_zplane_2.5_R_blended_timex.png,biarritz_3_2_1_2021-03-04-16-15-00-000_zplane_2.5_R_blended_timex.png,2021-03-04 16:15:00,timex,2.5,2.4181,2021-03-04 17,292.5,10.679999761283398,0.8199999816715717,2021-03-03,"(70, 70)",183
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-29-06-45-00-000_zplane_3.1_blended_timex.png,biarritz_3_2_1_2017-03-29-06-45-00-000_zplane_3.1_blended_timex.png,2017-03-29 06:45:00,timex,3.1,3.0816,2017-03-29 07,291.9,10.889999756589532,0.9999999776482582,2017-03-27,"(70, 70)",151
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-03-05-08-15-00-000_zplane_3.9_R_blended_snap.png,biarritz_3_2_1_2021-03-05-08-15-00-000_zplane_3.9_R_blended_snap.png,2021-03-05 08:15:00,snap,3.9,3.91,2021-03-05 09,292.5,13.329999702051282,0.7699999827891588,2021-03-03,"(70, 70)",189
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-06-19-17-30-00-000_zplane_1.7_R_blended_snap.png,biarritz_3_2_1_2021-06-19-17-30-00-000_zplane_1.7_R_blended_snap.png,2021-06-19 17:30:00,snap,1.7,1.7415,2021-06-19 18,307.5,8.999999798834324,1.3099999707192185,2021-06-21,"(80, 100)",163
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-03-02-10-45-00-000_zplane_0.7_R_blended_snap.png,biarritz_3_2_1_2021-03-02-10-45-00-000_zplane_0.7_R_blended_snap.png,2021-03-02 10:45:00,snap,0.7,0.7832,2021-03-02 11,292.5,13.00999970920384,1.0499999765306711,2021-03-03,"(70, 70)",157
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2018-01-30-08-15-00-000_zplane_0.7_R_blended_timex.png,biarritz_3_2_1_2018-01-30-08-15-00-000_zplane_0.7_R_blended_timex.png,2018-01-30 08:15:00,timex,0.7,0.66,2018-01-30 09,307.5,13.279999703168867,1.939999956637621,2018-01-31,"(70, 70)",144
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2018-01-29-09-15-00-000_zplane_1.5_R_blended_timex.png,biarritz_3_2_1_2018-01-29-09-15-00-000_zplane_1.5_R_blended_timex.png,2018-01-29 09:15:00,timex,1.5,1.48,2018-01-29 10,307.5,12.81999971345067,1.959999956190586,2018-01-31,"(70, 70)",105
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-27-11-45-00-000_zplane_2.1_blended_timex.png,biarritz_3_2_1_2017-03-27-11-45-00-000_zplane_2.1_blended_timex.png,2017-03-27 11:45:00,timex,2.1,2.1033,2017-03-27 12,307.5,12.029999731108546,0.8199999816715717,2017-03-27,"(70, 70)",152
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-03-01-16-45-00-000_zplane_4.5_R_blended_snap.png,biarritz_3_2_1_2021-03-01-16-45-00-000_zplane_4.5_R_blended_snap.png,2021-03-01 16:45:00,snap,4.5,4.4097,2021-03-01 17,292.5,15.60999965108931,1.289999971166253,2021-03-03,"(70, 70)",178
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-03-05-17-00-00-000_zplane_2.3_R_blended_timex.png,biarritz_3_2_1_2021-03-05-17-00-00-000_zplane_2.3_R_blended_timex.png,2021-03-05 17:00:00,timex,2.3,2.3089,2021-03-05 18,277.5,14.05999968573451,1.19999997317791,2021-03-03,"(70, 70)",197
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2018-01-31-14-45-00-000_zplane_4.3_R_blended_timex.png,biarritz_3_2_1_2018-01-31-14-45-00-000_zplane_4.3_R_blended_timex.png,2018-01-31 14:45:00,timex,4.3,4.26,2018-01-31 15,307.5,11.559999741613863,1.389999968931079,2018-01-31,"(70, 70)",171
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2018-01-30-10-45-00-000_zplane_1.7_R_blended_timex.png,biarritz_3_2_1_2018-01-30-10-45-00-000_zplane_1.7_R_blended_timex.png,2018-01-30 10:45:00,timex,1.7,1.74,2018-01-30 11,307.5,13.23999970406294,1.919999957084656,2018-01-31,"(70, 70)",136
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-06-19-10-30-00-000_zplane_3.7_R_blended_snap.png,biarritz_3_2_1_2021-06-19-10-30-00-000_zplane_3.7_R_blended_snap.png,2021-06-19 10:30:00,snap,3.7,3.661,2021-06-19 11,307.5,9.809999780729411,1.479999966919422,2021-06-21,"(80, 100)",156
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-25-10-00-00-000_zplane_1.9_blended_timex.png,biarritz_3_2_1_2017-03-25-10-00-00-000_zplane_1.9_blended_timex.png,2017-03-25 10:00:00,timex,1.9,1.9739,2017-03-25 11,322.5,11.109999751672149,1.1899999734014273,2017-03-27,"(70, 70)",154
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2018-01-30-08-30-00-000_zplane_0.7_R_blended_timex.png,biarritz_3_2_1_2018-01-30-08-30-00-000_zplane_0.7_R_blended_timex.png,2018-01-30 08:30:00,timex,0.7,0.66,2018-01-30 09,307.5,13.279999703168867,1.939999956637621,2018-01-31,"(70, 70)",141
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2018-01-29-14-45-00-000_zplane_3.9_R_blended_snap.png,biarritz_3_2_1_2018-01-29-14-45-00-000_zplane_3.9_R_blended_snap.png,2018-01-29 14:45:00,snap,3.9,3.87,2018-01-29 15,307.5,12.879999712109566,1.969999955967069,2018-01-31,"(70, 70)",138
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-25-07-45-00-000_zplane_1.1_blended_snap.png,biarritz_3_2_1_2017-03-25-07-45-00-000_zplane_1.1_blended_snap.png,2017-03-25 07:45:00,snap,1.1,1.1612,2017-03-25 08,322.5,10.99999975413084,1.179999973624945,2017-03-27,"(70, 70)",146
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-06-19-18-15-00-000_zplane_2.1_R_blended_timex.png,biarritz_3_2_1_2021-06-19-18-15-00-000_zplane_2.1_R_blended_timex.png,2021-06-19 18:15:00,timex,2.1,2.0037,2021-06-19 19,307.5,8.989999799057841,1.2599999718368051,2021-06-21,"(80, 100)",123
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2018-01-31-07-15-00-000_zplane_1.5_R_blended_snap.png,biarritz_3_2_1_2018-01-31-07-15-00-000_zplane_1.5_R_blended_snap.png,2018-01-31 07:15:00,snap,1.5,1.41,2018-01-31 08,307.5,11.729999737814069,1.5399999655783176,2018-01-31,"(70, 70)",106
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2018-01-28-09-30-00-000_zplane_2.5_R_blended_timex.png,biarritz_3_2_1_2018-01-28-09-30-00-000_zplane_2.5_R_blended_timex.png,2018-01-28 09:30:00,timex,2.5,2.44,2018-01-28 10,307.5,10.64999976195395,1.4299999680370092,2018-01-31,"(70, 70)",111
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-03-05-11-15-00-000_zplane_2.5_R_blended_timex.png,biarritz_3_2_1_2021-03-05-11-15-00-000_zplane_2.5_R_blended_timex.png,2021-03-05 11:15:00,timex,2.5,2.478,2021-03-05 12,292.5,13.929999688640237,0.8699999805539846,2021-03-03,"(70, 70)",169
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-03-02-08-45-00-000_zplane_2.5_R_blended_snap.png,biarritz_3_2_1_2021-03-02-08-45-00-000_zplane_2.5_R_blended_snap.png,2021-03-02 08:45:00,snap,2.5,2.4959,2021-03-02 09,292.5,13.149999706074595,1.0399999767541883,2021-03-03,"(70, 70)",149
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-03-05-10-30-00-000_zplane_3.1_R_blended_timex.png,biarritz_3_2_1_2021-03-05-10-30-00-000_zplane_3.1_R_blended_timex.png,2021-03-05 10:30:00,timex,3.1,3.0136,2021-03-05 11,292.5,13.639999695122242,0.8299999814480543,2021-03-03,"(70, 70)",176
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-28-12-00-00-000_zplane_1.5_blended_snap.png,biarritz_3_2_1_2017-03-28-12-00-00-000_zplane_1.5_blended_snap.png,2017-03-28 12:00:00,snap,1.5,1.5484,2017-03-28 13,292.5,13.12999970652163,0.9999999776482582,2017-03-27,"(70, 70)",132
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-06-19-15-45-00-000_zplane_1.7_R_blended_timex.png,biarritz_3_2_1_2021-06-19-15-45-00-000_zplane_1.7_R_blended_timex.png,2021-06-19 15:45:00,timex,1.7,1.64,2021-06-19 16,307.5,9.049999797716737,1.3999999687075615,2021-06-21,"(80, 100)",187
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-03-04-12-00-00-000_zplane_1.3_R_blended_timex.png,biarritz_3_2_1_2021-03-04-12-00-00-000_zplane_1.3_R_blended_timex.png,2021-03-04 12:00:00,timex,1.3,1.2053,2021-03-04 13,292.5,10.95999975502491,0.8899999801069498,2021-03-03,"(70, 70)",167
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-29-07-00-00-000_zplane_2.7_blended_snap.png,biarritz_3_2_1_2017-03-29-07-00-00-000_zplane_2.7_blended_snap.png,2017-03-29 07:00:00,snap,2.7,2.7917,2017-03-29 08,291.2,10.279999770224094,0.9199999794363976,2017-03-27,"(70, 70)",122
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-29-14-30-00-000_zplane_3.5_blended_timex.png,biarritz_3_2_1_2017-03-29-14-30-00-000_zplane_3.5_blended_timex.png,2017-03-29 14:30:00,timex,3.5,3.4881,2017-03-29 15,277.5,18.78999958001077,1.1599999740719795,2017-03-27,"(70, 70)",121
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2018-01-28-15-00-00-000_zplane_3.1_R_blended_snap.png,biarritz_3_2_1_2018-01-28-15-00-00-000_zplane_3.1_R_blended_snap.png,2018-01-28 15:00:00,snap,3.1,3.09,2018-01-28 16,307.5,12.42999972216785,1.7899999599903822,2018-01-31,"(70, 70)",138
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-03-02-15-45-00-000_zplane_3.1_R_blended_snap.png,biarritz_3_2_1_2021-03-02-15-45-00-000_zplane_3.1_R_blended_snap.png,2021-03-02 15:45:00,snap,3.1,3.1886,2021-03-02 16,292.5,14.16999968327582,1.1099999751895666,2021-03-03,"(70, 70)",193
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2018-01-29-11-45-00-000_zplane_3.3_R_blended_snap.png,biarritz_3_2_1_2018-01-29-11-45-00-000_zplane_3.3_R_blended_snap.png,2018-01-29 11:45:00,snap,3.3,3.28,2018-01-29 12,307.5,12.899999711662533,1.9499999564141035,2018-01-31,"(70, 70)",125
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-29-07-30-00-000_zplane_2.3_blended_snap.png,biarritz_3_2_1_2017-03-29-07-30-00-000_zplane_2.3_blended_snap.png,2017-03-29 07:30:00,snap,2.3,2.21,2017-03-29 08,291.2,10.279999770224094,0.9199999794363976,2017-03-27,"(70, 70)",141
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2018-01-28-15-15-00-000_zplane_2.9_R_blended_timex.png,biarritz_3_2_1_2018-01-28-15-15-00-000_zplane_2.9_R_blended_timex.png,2018-01-28 15:15:00,timex,2.9,2.93,2018-01-28 16,307.5,12.42999972216785,1.7899999599903822,2018-01-31,"(70, 70)",139
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-29-14-45-00-000_zplane_3.7_blended_timex.png,biarritz_3_2_1_2017-03-29-14-45-00-000_zplane_3.7_blended_timex.png,2017-03-29 14:45:00,timex,3.7,3.7173,2017-03-29 15,277.5,18.78999958001077,1.1599999740719795,2017-03-27,"(70, 70)",123
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2018-01-30-09-00-00-000_zplane_0.7_R_blended_timex.png,biarritz_3_2_1_2018-01-30-09-00-00-000_zplane_0.7_R_blended_timex.png,2018-01-30 09:00:00,timex,0.7,0.72,2018-01-30 10,307.5,13.309999702498317,1.919999957084656,2018-01-31,"(70, 70)",143
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2017-03-27-16-00-00-000_zplane_4.1_blended_timex.png,biarritz_3_2_1_2017-03-27-16-00-00-000_zplane_4.1_blended_timex.png,2017-03-27 16:00:00,timex,4.1,4.1481,2017-03-27 17,307.5,14.699999671429396,0.7799999825656414,2017-03-27,"(70, 70)",135
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-03-05-15-15-00-000_zplane_1.5_R_blended_snap.png,biarritz_3_2_1_2021-03-05-15-15-00-000_zplane_1.5_R_blended_snap.png,2021-03-05 15:15:00,snap,1.5,1.411,2021-03-05 16,277.5,14.219999682158232,1.149999974295497,2021-03-03,"(70, 70)",161
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-03-04-11-15-00-000_zplane_1.7_R_blended_snap.png,biarritz_3_2_1_2021-03-04-11-15-00-000_zplane_1.7_R_blended_snap.png,2021-03-04 11:15:00,snap,1.7,1.7045,2021-03-04 12,292.5,11.0799997523427,0.8999999798834324,2021-03-03,"(70, 70)",167
/home/aurelien/Desktop/Orthorectification/Ortho_CNN/biarritz_3_2_1_2021-03-02-08-15-00-000_zplane_3.1_R_blended_timex.png,biarritz_3_2_1_2021-03-02-08-15-00-000_zplane_3.1_R_blended_timex.png,2021-03-02 08:15:00,timex,3.1,3.0337,2021-03-02 09,292.5,13.149999706074595,1.0399999767541883,2021-03-03,"(70, 70)",153
